"FECH","ADUANA","PAIS","CODPAI","CODSALI1","CODSAL","DEPTO2","VIA4","BANDERA4","REGIMEN4","MODALI4","FORPAGO4","CERORI3","SISESP","POSARA","DEPTO4","UNIDAD4","CODUNI4","CANTIDA4","PBK","PNK","FOBDOL4","FOBPES4","AGRENA4","FLETES4","SEGURO4","OTROSG4"
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6204620000,5,11,"U",10,8.69,6.79,30,77957.7,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6204630000,5,11,"U",2,1.74,1.36,6,15591.54,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6204690000,5,11,"U",1,0.87,0.68,3,7795.77,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6206400000,5,11,"U",1,0.87,0.68,3,7795.77,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6206900000,5,11,"U",10,8.69,6.79,30,77957.7,0,0,0,0
408,11,239,"ECU",3,"BOG",5,4,169,1,2,2,8,2,6109909000,5,11,"U",15,8.05,7.74,15,38978.85,0,0,0,0
408,11,239,"ECU",3,"BOG",5,4,169,1,2,2,8,2,6206300000,5,11,"U",60,32.23,30.97,60,155915.4,0,0,0,0
408,11,239,"ECU",3,"BOG",5,4,169,1,2,2,8,2,6204620000,5,11,"U",34,18.26,17.55,34,88352.06,0,0,0,0
408,11,239,"ECU",3,"BOG",5,4,169,1,2,2,8,2,6204520000,5,11,"U",12,6.45,6.2,12,31183.08,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6108210000,5,11,"U",46,9.15,7.85,53.69,139518.3,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6108220000,5,11,"U",21,2.19,1.88,12.85,33391.88,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6212100000,5,11,"U",8,1.53,1.31,8.96,23283.37,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6109100000,5,11,"U",18,4.88,4.05,24.4,63405.6,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6109909000,5,11,"U",7,4.69,3.69,17.04,44279.97,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6108320000,5,11,"U",17,4.62,3.96,27.2,70681.65,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,8407320000,5,11,"U",1,59,54,1075.24,2794107.91,0,0,0,0
408,11,628,"GBR",3,"BOG",5,4,573,1,2,2,8,2,3923100000,5,11,"U",3000,112.88,108.38,870,2260773.3,0,0,0,0
408,11,628,"GBR",3,"BOG",5,4,573,1,2,2,8,2,3919900000,5,33,"KG",0,0.05,0.05,150.18,390256.25,0,0,0,0
408,11,628,"GBR",3,"BOG",5,4,573,1,2,2,8,2,4823120000,5,33,"KG",0,0.07,0.07,17.68,45943.07,0,0,0,0
408,11,317,"GTM",3,"BOG",5,4,169,1,2,2,8,2,6203420000,5,11,"U",11,3.58,3.22,5.5,14292.25,0,0,0,0
408,11,317,"GTM",3,"BOG",5,4,169,1,2,2,8,2,6204520000,5,11,"U",4,1.3,1.17,2,5197.18,0,0,0,0
408,11,317,"GTM",3,"BOG",5,4,169,1,2,2,8,2,6204620000,5,11,"U",16,5.2,4.68,8,20788.72,0,0,0,0
408,11,317,"GTM",3,"BOG",5,4,169,1,2,2,8,2,6205200000,5,11,"U",11,3.58,3.22,5.5,14292.25,0,0,0,0
408,11,317,"GTM",3,"BOG",5,4,169,1,2,2,8,2,6107110000,5,11,"U",15,4.87,4.38,7.5,19489.43,0,0,0,0
408,11,317,"GTM",3,"BOG",5,4,169,1,2,2,8,2,6108210000,5,11,"U",4,1.3,1.17,2,5197.18,0,0,0,0
408,11,317,"GTM",3,"BOG",5,4,169,1,2,2,8,2,6109909000,5,11,"U",19,6.18,5.56,9.5,24686.61,0,0,0,0
408,11,149,"CAN",11,"MDE",5,4,169,1,4,2,8,2,9805000000,5,11,"U",1,226,198,400,1039436,0,0,0,0
408,11,63,"ARG",3,"BOG",5,4,211,1,2,2,8,2,5903100000,5,82,"M2",30,86,80,1302.77,3385365.09,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,4818400000,5,33,"KG",0,79.52,72,8.32,21620.27,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,4901100090,5,11,"U",852,81.73,74,8.52,22139.99,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,6206300000,5,11,"U",100,8.84,8,1,2598.59,0,0,0,0
408,11,850,"VEN",3,"BOG",5,4,169,1,2,2,8,2,4016999000,5,11,"U",400,30.92,28,4,10394.36,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,580,1,2,2,8,2,7610100000,5,33,"KG",0,41,37,15,38978.85,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,603109010,5,11,"U",10,2.92,2.63,4,10394.36,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,603109030,5,11,"U",26,7.58,6.83,10.4,27025.34,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,589,1,2,2,8,2,603101090,5,11,"U",20,8.07,6.81,0.2,519.72,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,589,1,2,2,8,2,603109010,5,11,"U",60,15.75,11.7,22,57168.98,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,589,1,2,2,8,2,603109030,5,11,"U",30,8.06,5.4,9,23387.31,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,2006000000,5,33,"KG",0,23,20,21.33,55427.92,0,0,0,0
408,11,607,"PRT",3,"BOG",5,4,245,1,2,2,8,2,6403400000,5,19,"2U",6,10.29,9,12,31183.08,0,0,0,0
408,11,607,"PRT",3,"BOG",5,4,245,1,2,2,8,2,6403910000,5,19,"2U",3,5.71,5,6,15591.54,0,0,0,0
408,11,249,"USA",3,"BOG",5,4,249,1,2,2,8,2,4418100000,5,11,"U",1,12,10,100,259859,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,589,1,2,2,8,2,603109090,5,11,"U",304,33,29.7,47,122133.73,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,589,1,2,2,8,2,603102090,5,11,"U",345,28.93,23.73,23.15,60157.36,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,811909000,5,33,"KG",0,3,2,15,38978.85,0,0,0,0
408,11,47,"ANT",3,"BOG",5,4,573,1,2,2,8,2,3208100000,5,33,"KG",0,60,54,214.36,557033.75,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,580,1,2,2,8,2,7006000000,5,33,"KG",0,63.08,55.38,38.9,101085.15,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,580,1,2,2,8,2,7007190000,5,82,"M2",3.62,37.85,33.23,23.34,60651.09,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,580,1,2,2,8,2,4409202000,5,67,"M3",0.01,11.36,9.97,7,18190.13,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,580,1,2,2,8,2,4418909000,5,11,"U",1,1.71,1.5,1,2598.59,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,603109040,5,11,"U",187,85.25,79.72,63.88,165997.93,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,6112410000,5,11,"U",20,2.66,2.22,20,51971.8,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,6104630000,5,11,"U",3,0.4,0.33,3,7795.77,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,6106200000,5,11,"U",3,0.4,0.33,3,7795.77,0,0,0,0
